"CO_ENTIDADE";"NO_ENTIDADE";"CO_UF";"CO_MUNICIPIO";"TP_LOCALIZACAO"
22138455;"U E DE ENSINO MEDIO SANTA FE";22;2211001;"Urbana"
22138935;"U E MARIA DE OLIVEIRA RODRIGUES";22;2203453;"Urbana"
22139923;"U E PROFESSOR FLORESTAN FERNANDES";22;2211001;"Rural"
22139931;"UNIDADE ESCOLAR TAQUARI";22;2211001;"Urbana"
22140115;"CEEPRU DEPUTADO RIBEIRO MAGALHAES";22;2202703;"Rural"
22140123;"U E PROF LUZIA SEIXAS DE OLIVEIRA AQUINO";22;2202000;"Rural"
22140352;"U E ARTHUR MEDEIROS CARNEIRO";22;2211001;"Rural"
22140360;"U E CAMPESTRE NORTE";22;2211001;"Rural"
22140379;"U E CHAGAS RODRIGUES";22;2211001;"Urbana"
22140387;"U E ANTONIO DILSON FERNANDES";22;2211001;"Urbana"
22140662;"CEEP PROFESSOR RUY LEITE BERGER FILHO";22;2211001;"Urbana"
22140700;"U E PROF MARIA DE LOURDES LEAL NUNES DE ANDRADE BRANDAO";22;2206357;"Urbana"
22140859;"INSTITUTO DE EDUCACAO ANTONINO FREIRE";22;2211001;"Urbana"
22141162;"U E CORINA MACHADO VIEIRA";22;2211001;"Urbana"
22141170;"ESCOLA FAMILIA AGRICOLA SERRA DA CAPIVARA";22;2210359;"Urbana"
22141405;"U E ANTONIO RODRIGUES FILHO";22;2200053;"Urbana"
22141570;"ESCOLA FAMILIA AGRICOLA DOM EDILBERTO - DONA MORENA - EFADE VI";22;2207306;"Rural"
22141723;"ESCOLA FAMILIA AGRICOLA DOM EDILBERTO - DONA JANDIRA NUNES MARTINS - EFADE VII";22;2209104;"Rural"
22142240;"CEEPRU FREI JOSE APICELLA";22;2204501;"Rural"
22142355;"U E ELIAS RAIMUNDO DE LIMA";22;2207801;"Rural"
22142509;"UNIDADE ESCOLAR RAIMUNDO ARAUJO PRADO";22;2201606;"Urbana"
22142584;"ESCOLA FAMILIA AGRICOLA DE SAO PEDRO";22;2210508;"Rural"
22142746;"CES - CENTRO DE ESTIMULACAO PARA CRIANCAS COM DEFICIENCIA SENSORIAL AUDITIVA E VISUAL";22;2211001;"Urbana"
22142754;"CAP - CENTRO DE APOIO PEDAGOGICO PARA ATENDIMENTO AS PESSOAS COM DEFICIENCIA VISUAL";22;2211001;"Urbana"
22142762;"NAAH S - NUCLEO DE ATIVIDADES DE ALTAS HABILIDADES - SUPERDOTACAO";22;2211001;"Urbana"
22142770;"CAS-CENTRO DE CAPACITACAO DE PROFISSIONAIS DA EDUCACAO E ATENDIMENTO AS PESSOAS COM SURDEZ";22;2211001;"Urbana"
22143017;"CEEP JOSE PACIFICO DE MOURA NETO";22;2211001;"Urbana"
22143050;"ESCOLA FAMILIA DE TURISMO - EFTUR";22;2211001;"Urbana"
22143300;"U E CIRILA MARIA DE JESUS";22;2209658;"Urbana"
22143394;"CETI PORTAL DA ESPERANCA";22;2211001;"Urbana"
22143416;"CETI PROF PAULO MACHADO DE RESENDE";22;2211001;"Urbana"
22143432;"CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL DO CERRADO CEEP DO CERRADO";22;2201150;"Urbana"
22143440;"UNIDADE ESCOLAR FONTES IBIAPINA";22;2211001;"Urbana"
22143572;"UNIDADE ESCOLAR VALE DO GAVIAO";22;2211001;"Urbana"
22143580;"UNIDADE ESCOLAR PEDRA MOLE";22;2211001;"Urbana"
22143602;"U E HELENA MARIA DA CRUZ";22;2210003;"Rural"
22143653;"UNIDADE ESCOLAR CICERO COELHO";22;2211209;"Urbana"
22143890;"UNIDADE ESCOLAR PROFESSORA HILDERACI DA COSTA E SILVA";22;2203453;"Urbana"
22143947;"UNIDADE ESCOLAR JOSE ALVES BEZERRA";22;2206506;"Urbana"
22143963;"UNIDADE ESCOLAR SEVERO MARIA EULALIO";22;2209104;"Urbana"
22144048;"UNIDADE ESCOLAR PAULISTANA";22;2207801;"Urbana"
22144293;"CENTRO ESTADUAL EDUCACIONAL PROFISSIONAL PROFESSORA MARIA AUZENI DE SOUSA";22;2210706;"Urbana"
22144315;"NUCLEO DE EDUCACAO PROFISSIONAL ARNALDO FERREIRA DE CARVALHO";22;2210805;"Urbana"
22147209;"CEEPRU MANOEL OTAVIO";22;2211100;"Urbana"
22147403;"CEEPRU PROFESSOR ANTONIO DE BRITO FORTES";22;2208304;"Rural"
22149600;"UNIDADE ESCOLAR DR EZEQUIAS COSTA";22;2211100;"Rural"
22155406;"ESCOLA FAMILIA AGRICOLA DOM EDILBERTO V";22;2209500;"Rural"
22156801;"ESC TEC EST DE TEATRO PROF JOSE GOMES CAMPOS";22;2211001;"Urbana"
22159800;"U E PADRE PEDRO DA SILVA OLIVEIRA";22;2209005;"Urbana"
22160400;"CEEPRU FRANCISCA TRINDADE";22;2210003;"Rural"
22160809;"CEEPRU ALCIDES VIEIRA DE MOURA";22;2210805;"Urbana"
22161201;"U E LUCAS MEIRELES";22;2203305;"Rural"
22161406;"U E SANTA MARIA DAS VASSOURAS";22;2211001;"Urbana"
22161805;"CEEPRU GOVERNADOR HUGO NAPOLEAO";22;2208403;"Rural"
22162011;"CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL RURAL PROF MARIA AMALIA";22;2201705;"Rural"
22162216;"U E LUIZ FERNANDES BORGES NASCIMENTO";22;2207504;"Rural"
22162402;"U E MILTON SALVIANO DA SILVA";22;2201051;"Rural"
22162607;"U E PEDRO MARIANO DE FREITAS";22;2202000;"Rural"
22162615;"U E DEP FRANCISCA TRINDADE II";22;2207702;"Rural"
22163603;"ESCOLA FAMILIA AGRICOLA VALE DO GURGUEIA";22;2203107;"Urbana"
22165614;"U E ALCIDES JOSE DE MOURA";22;2202307;"Rural"
22165819;"U E BARTOLOMEU DA SILVA";22;2210003;"Rural"
22169601;"CENTRO INTEGRADO DE EDUCACAO ESPECIAL CIES";22;2211001;"Urbana"
22170600;"U E PROF JOSE CAMILLO DA SILVEIRA FILHO";22;2211001;"Urbana"
22177604;"CEJA PROF JOSE DE SOUSA BISPO";22;2208007;"Urbana"
22223606;"U E WILSON NUNES MARTINS FILHO";22;2203859;"Urbana"
22225609;"UNID ESC MANOEL JOSE DE ALMEIDA -MURICI";22;2201200;"Rural"
22240608;"ESCOLA FAMILIA AGRICOLA DOS COCAIS";22;2209971;"Rural"
22249753;"CEEPRU PE JOSE DE ANCHIETA CORTEZ";22;2202752;"Urbana"
22253726;"U E DEP PAULO HENRIQUE PAES LANDIM";22;2211001;"Urbana"
22253734;"U E MARIA DO AMPARO OLIVEIRA";22;2203701;"Rural"
22256725;"CETI JOAO HENRIQUE DE ALMEIDA SOUSA";22;2211001;"Urbana"
22264710;"U E JOAQUINA LIRA DE CARVALHO";22;2206209;"Rural"
22306714;"U E PEDRO MACHADO DE CERQUEIRA";22;2210052;"Urbana"
22310754;"CETI JOSE PEREIRA DA SILVA";22;2211001;"Urbana"
22310770;"CEJA FRANCISCO DE ASSIS NEGREIROS";22;2210607;"Urbana"
22319727;"ESCOLA FAMILIA AGRICOLA DE ELISEU MARTINS";22;2203602;"Rural"
23061944;"ADRIANO MARTINS EEIEF";23;2303709;"Urbana"
23061952;"AFFONSO DE MEDEIROS EEIEF";23;2303709;"Urbana"
23061960;"ALBA PESSOA DA SILVA EEIEF";23;2303709;"Urbana"
23062010;"AMARO RODRIGUES DOS SANTOS EEIEF";23;2303709;"Rural"
23062029;"MONSENHOR ANDRE VIANA CAMURCA EEIEF";23;2303709;"Urbana"
23062053;"ANTONIO ALBUQUERQUE SOUSA FILHO EEIEF";23;2303709;"Urbana"
23062061;"DOM ANTONIO DE ALMEIDA LUSTOSA EEIEF";23;2303709;"Urbana"
23062100;"AUGUSTO CESAR SILVA SALES EEIEF";23;2303709;"Urbana"
23062118;"PROFISSIONAL BATISTA EEIEF";23;2303709;"Urbana"
23062169;"CELINA SA MORAIS EEIEF";23;2303709;"Urbana"
23062207;"CORALIA GONZAGA SALES EEIEF";23;2303709;"Urbana"
23062215;"JULIO DE CASTRO E SILVA EEIEF";23;2303709;"Rural"
23062223;"DALVA PONTES DA ROCHA EEIEF";23;2303709;"Urbana"
23062231;"DANILO DALMO DA ROCHA CORREA EEIEF";23;2303709;"Urbana"
23062240;"TIA DEINHA NEDI";23;2303709;"Urbana"
23062290;"EDGARD VIEIRA GUERRA EEIEF";23;2303709;"Urbana"
23062320;"CRESCER FELIZ NEDI";23;2303709;"Urbana"
23062339;"EDSON QUEIROZ NEDI";23;2303709;"Urbana"
23062363;"ERBE TEIXEIRA FIRMEZA EEIEF";23;2303709;"Urbana"
23062410;"FAUSTO DARIO SALES EEIEF";23;2303709;"Rural"
23062452;"EDUCANDARIO SAO FRANCISCO EEIEF";23;2303709;"Urbana"
23062487;"FLAVIO PORTELA MARCILIO EEIEF";23;2303709;"Urbana"
23062568;"HELENA DE AGUIAR DIAS EEIEF";23;2303709;"Urbana"
23062614;"ISAIAS BARBOSA LIMA NEDI";23;2303709;"Urbana"
23062819;"DONA LAVINIA DE MEDEIROS EEIEF";23;2303709;"Urbana"
23062827;"JOSE PONTES FILHO EEIEF";23;2303709;"Rural"
23062860;"LUIZ DE GONZAGA FONSECA MOTA EEIEF";23;2303709;"Urbana"
23062908;"INSTITUTO BATISTA MARIA CARMELIA BARROS EEIEF";23;2303709;"Urbana"
23062916;"MARIA DAS DORES LIMA EEIEF";23;2303709;"Urbana"
23062932;"MARIA HELENA MOREIRA DA SILVA EEIEF";23;2303709;"Urbana"
23062959;"MARIA INOCENCIA DE ARAUJO EEIEF";23;2303709;"Rural"
23062983;"MARIA MOTA RODRIGUES EEIEF";23;2303709;"Urbana"
23063009;"LUIZ PAZ EEIEF";23;2303709;"Rural"
23063025;"MANUEL CAMILO EEIEF";23;2303709;"Urbana"
23063033;"TIO MANUEL EEIEF";23;2303709;"Urbana"
23063068;"MENINO JESUS EEIEF";23;2303709;"Urbana"
23063084;"MIRTES SILVA DE MENEZES EEIEF";23;2303709;"Urbana"
23063165;"AUREA ALVES PEREIRA EEIEF";23;2303709;"Rural"
23063173;"NELY CAULA DE CARVALHO EEIEF";23;2303709;"Urbana"
23063181;"NOELIA ALENCAR EEIEF";23;2303709;"Urbana"
23063203;"NOVA METROPOLE NEDI";23;2303709;"Urbana"
23063220;"OSCAR DE AZEVEDO E SA EEIEF";23;2303709;"Urbana"
23063238;"OSMIRA EDUARDO DE CASTRO EEIEF";23;2303709;"Urbana"
23063343;"CORONEL PINHO EEIEF";23;2303709;"Urbana"
23063351;"PATRONATO PIO XI EEIEF";23;2303709;"Urbana"
23063416;"RAIMUNDA NONATA FORTE SALES EEIEF";23;2303709;"Rural"
23063483;"SANTA RITA POTIRA EEIEF";23;2303709;"Urbana"
23063491;"TIA ROMELIA NEDI";23;2303709;"Urbana"
23063521;"ROSA BRAZ COELHO EEIEF";23;2303709;"Rural"
23063530;"SAO SEBASTIAO EEIEF";23;2303709;"Urbana"
23063548;"ROBERTO JOSE BASTOS MACAMBIRA EEIEF";23;2303709;"Urbana"
23063556;"TECLA GONZAGA SALES EEIEF";23;2303709;"Rural"
23063572;"TIRADENTES EEIEF";23;2303709;"Urbana"
23063602;"VICENTE TORQUATO DE ARAUJO EEIEF";23;2303709;"Rural"
23063661;"ANTONIO DIAS MACEDO EEIEF";23;2303709;"Rural"
23063696;"LUIZ ROCHA MOTA EEIEF";23;2303709;"Rural"
23063700;"PAULO FERREIRA DA ROCHA EEIEF";23;2303709;"Rural"
23063718;"PLACIDO MONTEIRO GONDIM EEIEF";23;2303709;"Urbana"
23063726;"7 DE SETEMBRO EEIEF";23;2303709;"Urbana"
23063734;"ADELIA CRISOSTOMO EEIEF";23;2303709;"Rural"
23063750;"DOMINGOS ABREU BRASILEIRO EEIEF";23;2303709;"Rural"
23063769;"ESTEVAO FERREIRA DA ROCHA EEIEF";23;2303709;"Rural"
23063815;"JOAO PAULO II EEIEF";23;2303709;"Rural"
23063823;"JOAQUIM MOTA E SILVA EEIEF";23;2303709;"Rural"
23063831;"JOSE CRISOSTOMO BASILIO EEIEF";23;2303709;"Rural"
23063840;"MARIA GOMES BRASILEIRO EEIEF";23;2303709;"Rural"
23063858;"MARIA GUIMARAES PRATA EEIEF";23;2303709;"Rural"
23063866;"MARIA IRACEMA DO NASCIMENTO EEIEF";23;2303709;"Rural"
23063882;"MARIETA MOTA GOIS EEIEF";23;2303709;"Rural"
23063920;"RAIMUNDO JOSE DOS SANTOS EEIEF";23;2303709;"Rural"
23063947;"ESTEVAM MATIAS DE PAULA EEIEF";23;2303709;"Rural"
23063955;"ECONOMISTA RUBENS VAZ DA COSTA EEIEF";23;2303709;"Urbana"
23063963;"SAUL GOMES DE MATOS EEIEF";23;2303709;"Rural"
23064005;"FRANCISCO NOGUEIRA DA MOTA EEIEF";23;2303709;"Rural"
23064013;"FIRMINO SOARES DE MOURA EEIEF";23;2303709;"Rural"
23064021;"MARIA DE LOURDES ROCHA EEIEF";23;2303709;"Rural"
23064048;"MARIA CORINA MOURA ARRUDA EEIEF";23;2303709;"Rural"
23064056;"ALICE MOREIRA DE OLIVEIRA EEIEF";23;2303709;"Urbana"
23064064;"NOSSA SENHORA DA CONCEICAO EEIEF";23;2303709;"Rural"
23064072;"MANOEL PEREIRA MARQUES EEIEF";23;2303709;"Rural"
23064102;"ALUIZIO PEREIRA LIMA EEIEF";23;2303709;"Rural"
23064145;"NELY SALES GADELHA EEIEF";23;2303709;"Rural"
23064161;"CRISTIANO NUNES DE MELO EEIEF";23;2303709;"Rural"
23064170;"ERNESTINA NUNES DE MIRANDA EEIEF";23;2303709;"Rural"
23064188;"LAURIANO BRAZ XAVIER EEIEF";23;2303709;"Rural"
23064196;"FRANCISCO NUNES DE MIRANDA EEIEF";23;2303709;"Rural"
23064218;"MARIANA DE MIRANDA FIRMEZA EEIEF";23;2303709;"Rural"
23064226;"JOAO CORDEIRO DE MIRANDA EEIEF";23;2303709;"Rural"
23064234;"JOSE DA ROCHA SALES EEIEF";23;2303709;"Rural"
23064242;"JOSE NUNES DE MIRANDA EEIEF";23;2303709;"Rural"
23064293;"MOACIR PINHEIRO DE SOUSA EEIEF";23;2303709;"Rural"
23064307;"YARA GUERRA SILVA EEIEF";23;2303709;"Rural"
23064315;"SANTA RITA CATARINA EEIEF";23;2303709;"Rural"
23174463;"MARIA LUIZA DO VALE FORTE EEIEF";23;2303709;"Rural"
23174536;"RAIMUNDO JERONIMO DE SOUSA EEIEF";23;2303709;"Urbana"
23179872;"GUARARU EEIEF";23;2303709;"Rural"
23180331;"JOSEFA ALVES DOS SANTOS EEIEF";23;2303709;"Urbana"
23180471;"PEDRO LAURINO DE OLIVEIRA EEIEF";23;2303709;"Urbana"
23180641;"FRANCISCO ALVES DE PAIVA EEIEF";23;2303709;"Rural"
23191210;"CESAR NILDO GONDIM PAMPLONA EEIEF";23;2303709;"Urbana"
23193140;"FRANCISCA ALVES DO AMARAL EEIEF";23;2303709;"Urbana"
23193166;"SANTA JOANA DARC EEIEF";23;2303709;"Urbana"
23203250;"MUNDO MAGICO NEDI";23;2303709;"Urbana"
23207892;"SONHO INFANTIL NEDI";23;2303709;"Urbana"
23207957;"HILDA RODRIGUES DE SOUSA NEDI";23;2303709;"Urbana"
23207973;"TIA LERLEANE NEDI";23;2303709;"Urbana"
23223197;"NAIR MAGALHAES GUERRA EEIEF";23;2303709;"Urbana"
23223200;"INA ARRUDA EEIEF";23;2303709;"Urbana"
23223219;"MARIA DOLORES MENEZES DE ALMEIDA EEIEF";23;2303709;"Urbana"
23223227;"CORONEL RAIMUNDO DE OLIVEIRA EEIEF";23;2303709;"Urbana"
23223286;"PEDRO PAULINO DA ROCHA EEIEF";23;2303709;"Rural"
23223294;"CONRADO TEIXEIRA EDEIEF TAPEBA";23;2303709;"Rural"
23223308;"MARIA SILVA DO NASCIMENTO EDEIEF TAPEBA";23;2303709;"Rural"
23223332;"LUZIA CORREIA SALES EEIEF";23;2303709;"Urbana"
23223626;"OSMAR DIOGENES PINHEIRO EEIEF";23;2303709;"Urbana"
23223634;"PEDRO MOREIRA DE OLIVEIRA EEIEF";23;2303709;"Rural"
23223820;"ANTONIO BRAGA DA ROCHA EEIEF";23;2303709;"Urbana"
23223855;"CAIC PROF FRANCISCA ESTRELA TORQUATO FIRMEZA NEDI";23;2303709;"Urbana"
23232641;"VIVENDO E APRENDENDO EEIEF";23;2303709;"Rural"
23233257;"BELO MONTE EEIEF";23;2303709;"Rural"
23233524;"VERONICA MARIA SILVA DE MENEZES EEIEF";23;2303709;"Urbana"
23233869;"AUGUSTO BEZERRA EEIEF";23;2303709;"Urbana"
23241535;"IVELISE PEREIRA CORREIA CRA";23;2303709;"Urbana"
23241543;"TIO GERA NEDI";23;2303709;"Urbana"
23241551;"GILDA BRAGA CEI";23;2303709;"Urbana"
23241560;"ELTON COSTA TORRES CEI";23;2303709;"Urbana"
23241586;"JOAQUIM BRAGA DA SILVA CEI";23;2303709;"Urbana"
23244860;"IRMA DA PAZ CRECHE";23;2303709;"Urbana"
23249544;"AFONSO BARBOSA CEI";23;2303709;"Urbana"
23249552;"MARIA ALICE ARAUJO CEI";23;2303709;"Urbana"
23249560;"CORALIA GONZAGA SALES CEI";23;2303709;"Urbana"
23249579;"RITA DE CASSIA BRASILEIRO PONTES EEIEF";23;2303709;"Urbana"
23249587;"GABRIEL LIMA COSTA CEI";23;2303709;"Urbana"
23249595;"12 DE OUTUBRO EEIEF";23;2303709;"Urbana"
23249609;"JOAO CARLOS DA MOTA E SILVA EEIEF";23;2303709;"Rural"
23249617;"GUIOMAR RIBEIRO DIAS CEI";23;2303709;"Urbana"
23257903;"MIRIAN PONTES JUCA EEIEF";23;2303709;"Urbana"
23257938;"LUIZA MORAES CORREIA TAVORA EEIEF";23;2303709;"Urbana"
23257946;"ANTONIO MIRANDA DE MELO EEIEF";23;2303709;"Urbana"
23259795;"LUIZ NERYS NUNES DE MIRANDA CRECHE";23;2303709;"Urbana"
23262508;"MARIA SIMONE MOREIRA DO NASCIMENTO NEDI";23;2303709;"Urbana"
23263067;"HUMBERTO NUNES DE MIRANDA NEDI";23;2303709;"Urbana"
23264594;"NICOLAU NORONHA EEIEF";23;2303709;"Rural"
23264608;"ELESBAO GOMES DOS SANTOS CEI";23;2303709;"Rural"
23268077;"MANOEL ROCHA EEIEF";23;2303709;"Urbana"
23268743;"ABA TAPEBA EDEIEF";23;2303709;"Urbana"
23269910;"CASA DA CRIANCA NEDI";23;2303709;"Urbana"
23269936;"SAO FRANCISCO DO TABAPUAZINHO EEIEF";23;2303709;"Urbana"
23269952;"HERMINIA ZEDNIK EEIEF";23;2303709;"Urbana"
23273739;"TAPEBA ANGATURAMA LINDALVA TEIXEIRA EDEIEF";23;2303709;"Rural"
23274190;"FRANCISCO MARTINS MORAIS CRECHE";23;2303709;"Urbana"
23301414;"PROFESSORA RAIMUNDA MOREIRA BATISTA NEDI";23;2303709;"Urbana"
23328835;"DANILO SA BENEVIDES MAGALHAES EEIEF";23;2303709;"Urbana"
23329017;"JOSE OLAVO LOPES MOREIRA EEIEF";23;2303709;"Urbana"
23329025;"SEBASTIAO BEZERRA DOS SANTOS EEIEF";23;2303709;"Urbana"
23448636;"PEQUENO COTOLENGO DOM ORIONE ESCOLA";23;2303709;"Urbana"
25070720;"EMEF CEAI GOV ANTONIO MARIZ";25;2504009;"Urbana"
25070789;"EMEF CEAI DR ELPIDIO DE ALMEIDA";25;2504009;"Urbana"
25071157;"CRECHE MUNICIPAL IZAURA GOMES DE FARIAS";25;2504009;"Urbana"
25071165;"CRECHE MUNICIPAL AMENAIDE SANTOS";25;2504009;"Urbana"
25071173;"CRECHE MUNICIPAL ANA PAULA";25;2504009;"Urbana"
25071181;"CRECHE MUNICIPAL ANITA CABRAL";25;2504009;"Urbana"
25071190;"CRECHE MUNICIPAL BEATRIZ HAMAD GOMES";25;2504009;"Urbana"
25071203;"CRECHE MUNICIPAL COTINHA CARVALHO";25;2504009;"Urbana"
25071211;"CRECHE MUNICIPAL ELZA ALMEIDA";25;2504009;"Urbana"
25071220;"CRECHE MUNICIPAL FELIX ARAUJO";25;2504009;"Urbana"
25071238;"CRECHE MUNICIPAL NILA DUNDA";25;2504009;"Rural"
25071246;"CRECHE MUNICIPAL KARINE DA SILVA";25;2504009;"Rural"
25071254;"CRECHE MUNICIPAL LENISE MEDEIROS";25;2504009;"Urbana"
25071262;"CRECHE MUNICIPAL LOURDES LOUREIRO";25;2504009;"Urbana"
25071289;"CRECHE MUNICIPAL BERCARIO MARIA AMELIA";25;2504009;"Urbana"
25071297;"CRECHE MUNICIPAL MARIA CECI";25;2504009;"Urbana"
25071319;"CRECHE MUNICIPAL MARIA TEREZA NEPOMUCENO";25;2504009;"Urbana"
25071327;"CRECHE MUNICIPAL NENZINHA CUNHA LIMA";25;2504009;"Urbana"
25071335;"CRECHE MUNICIPAL SEVERINO CABRAL";25;2504009;"Urbana"
25071343;"CRECHE MUNICIPAL SINHAZINHA CELINO";25;2504009;"Urbana"
25071351;"CRECHE MUNICIPAL SORAYA MAGNOLIA";25;2504009;"Urbana"
25071360;"CRECHE MUNICIPAL TEREZA GIOIA";25;2504009;"Urbana"
25071378;"CRECHE MUNICIPAL VANIA FIGUEIREDO";25;2504009;"Urbana"
25071386;"CRECHE MUNICIPAL ZEFERINA GAUDENCIO";25;2504009;"Urbana"
25072170;"EMEF ADV OTAVIO AMORIM";25;2504009;"Urbana"
25072552;"EMEF DR CHATEAUBRIAND";25;2504009;"Urbana"
25072820;"EMEF ROTARY DR FRANCISCO BRASILEIRO";25;2504009;"Urbana"
25072889;"ESCOLA SANTO ANTONIO 1";25;2504009;"Urbana"
25072919;"EMEF SEMENTE DE LUZ";25;2504009;"Urbana"
25073567;"EMEF AGEU GENUINO DA SILVA";25;2504009;"Urbana"
25073575;"EMEF AMARO DA COSTA BARROS";25;2504009;"Urbana"
25073613;"ESCOLA MUNICIPAL DR JOSE TAVARES";25;2504009;"Urbana"
25073630;"EMEF FERNANDO CUNHA LIMA";25;2504009;"Urbana"
25073648;"EMEF FREI DAGOBERTO STUCKER";25;2504009;"Urbana"
25073656;"EMEF GERIVALDO LUNA DE OLIVEIRA";25;2504009;"Urbana"
25073664;"EMEF JOSE GUILHERMINO BARBOSA";25;2504009;"Urbana"
25073699;"EMEF LAFAYETE CAVALCANTE";25;2504009;"Urbana"
25073710;"EMEF LUCIA DE FATIMA GAYOSO MEIRA";25;2504009;"Urbana"
25073729;"EMEF LUIZ CAMBEBA";25;2504009;"Urbana"
25073737;"EMEF LUIZ JOAQUIM AVELINO";25;2504009;"Urbana"
25073745;"EMEF MANOEL DA COSTA CIRNE";25;2504009;"Urbana"
25073761;"EMEF MARIA DA LUZ";25;2504009;"Rural"
25073770;"ESCOLA MUNICIPAL MARIA JOSE DE CARVALHO DE SOUSA";25;2504009;"Urbana"
25073800;"EMEF PADRE ANTONINO";25;2504009;"Urbana"
25073826;"EMEF PROF FRANCISCA ZENA BRASILEIRO";25;2504009;"Urbana"
25073842;"EMEF PROFA MARIA ANUNCIADA BEZERRA";25;2504009;"Urbana"
25073850;"EMEF RAIMUNDO ASFORA";25;2504009;"Urbana"
25073877;"EMEF RIVANILDO SANDRO ARCOVERDE";25;2504009;"Urbana"
25073885;"EMEF SANTO AFONSO";25;2504009;"Urbana"
25073907;"EMEF SEVERINO D DO NASCIMENTO";25;2504009;"Rural"
25073923;"EMEF SEVERINO JOSE DE SOUSA";25;2504009;"Rural"
25073958;"EMEF PROF JOSE DE ALMEIDA JUNIOR";25;2504009;"Urbana"
25073982;"EMEF ALICE GAUDENCIO";25;2504009;"Urbana"
25074024;"EMEF ALMEIDA BARRETO";25;2504009;"Urbana"
25074032;"EMEF ALMIRA DE OLIVEIRA";25;2504009;"Urbana"
25074059;"EMEF ANA AZEVEDO";25;2504009;"Urbana"
25074075;"EMEF ANESIO LEAO";25;2504009;"Urbana"
25074091;"EMEF ANIS TIMANI";25;2504009;"Urbana"
25074113;"EMEF ANISIO TEIXEIRA";25;2504009;"Urbana"
25074148;"EMEF APOLONIA AMORIM";25;2504009;"Urbana"
25074164;"EMEF AROLDO CRUZ FILHO";25;2504009;"Urbana"
25074172;"EMEF CENTENARIO";25;2504009;"Urbana"
25074199;"EMEF CICERO VIRGINIO";25;2504009;"Urbana"
25074229;"EMEF CRISTINA PROCOPIO";25;2504009;"Urbana"
25074245;"EMEF DEP PETRONIO FIGUEREDO";25;2504009;"Urbana"
25074288;"EMEF DR SEVERINO CRUZ";25;2504009;"Urbana"
25074296;"EMEF EPITACIO PESSOA";25;2504009;"Urbana"
25074326;"EMEF FELIX ARAUJO";25;2504009;"Urbana"
25074369;"EMEF GRACITA MELO";25;2504009;"Urbana"
25074377;"EMEF GUSTAVO ADOLFO CANDIDO ALVES";25;2504009;"Urbana"
25074393;"EMEF HELENO HENRIQUES";25;2504009;"Urbana"
25074407;"EMEF HENRIQUE G BARBOSA";25;2504009;"Urbana"
25074482;"EMEF JOSE VIRGINIO DE LIMA";25;2504009;"Urbana"
25074512;"EMEF JOSELITA BRASILEIRO";25;2504009;"Urbana"
25074547;"EMEF LILIOSA BARRETO";25;2504009;"Urbana"
25074563;"ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL LINDOLFO MONTENEGRO";25;2504009;"Urbana"
25074571;"EMEF LIONS PRATA";25;2504009;"Urbana"
25074580;"EMEF LUIS GOMES DA SILVA";25;2504009;"Urbana"
25074610;"EMEF MANOEL SABINO DE FARIAS";25;2504009;"Rural"
25074636;"EMEF MARECHAL CANDIDO RONDON";25;2504009;"Urbana"
25074644;"EMEF MARIA CANDIDA DE OLIVEIRA";25;2504009;"Urbana"
25074695;"EMEF MARIA MINERVINA FIGUEIREDO";25;2504009;"Urbana"
25074717;"EMEF MARIINHA BORBOREMA";25;2504009;"Urbana"
25074733;"EMEF MELO LEITAO";25;2504009;"Urbana"
25074741;"EMEF MONSENHOR SALES";25;2504009;"Urbana"
25074776;"EMEF PADRE CORNELIO BOER";25;2504009;"Urbana"
25074792;"EMEF PE EMIDIO VIANA CORREIA";25;2504009;"Urbana"
25074806;"EMEF POETA ALVARO G PINHEIRO";25;2504009;"Urbana"
25074814;"EMEF PRESIDENTE KENNEDY";25;2504009;"Urbana"
25074903;"EMEF PROFESSORA NELY DE LIMA E MELO";25;2504009;"Urbana"
25074920;"EMEF PROF SELMA AGRA VILARIM";25;2504009;"Urbana"
25074938;"EMEF PROFA LUZIA DANTAS";25;2504009;"Urbana"
25074962;"EMEF SANDRA CAVALCANTI";25;2504009;"Urbana"
25075020;"EMEF STELLITA CRUZ";25;2504009;"Urbana"
25075047;"EMEF SANTO ANTONIO 2";25;2504009;"Urbana"
25075071;"EMEF TIRADENTES";25;2504009;"Urbana"
25075462;"EMEF DEZENOVE DE MARCO";25;2504009;"Urbana"
25076183;"EMEF ADALGISA AMORIM";25;2504009;"Urbana"
25076205;"EMEF ALMIRANTE TAMANDARE";25;2504009;"Rural"
25076213;"EMEF ANTONIO TELHA";25;2504009;"Rural"
25076221;"EMEF JOAO FRANCISCO DA MOTA";25;2504009;"Rural"
25076230;"EMEF MANOEL JOAQUIM DE AGUIAR";25;2504009;"Rural"
25076256;"EMEF NOSSA SRA DO PERPETUO SOCORRO";25;2504009;"Rural"
25076280;"EMEF IRACEMA PIMENTEL";25;2504009;"Rural"
25076434;"EMEF CAP SEVERIANO FABIO DA SILVA AMORIM";25;2504009;"Rural"
25076442;"EMEF JOSE ANTONIO RODRIGUES";25;2504009;"Rural"
25076485;"EMEF VEREADOR ANTONIO JOSE RODRIGUES";25;2504009;"Rural"
25076493;"EMEF CICERO CORREIA DE MENESES";25;2504009;"Rural"
